lambda(nm),E(W m^-2 nm^-1)
,"Spline interp of ""E(W m^-2 nm^-1)"""
631,0.161675446778348
632,0.162248714998623
633,0.162820167721906
634,0.16339016800928
635,0.163959078921826
636,0.164527263520626
637,0.165095084866762
638,0.165662906021315
639,0.166231090045367
640,0.1668
641,0.16736979004713
642,0.167939778752006
643,0.168509075780714
644,0.169076790799337
645,0.169642033473959
646,0.170203913470664
647,0.170761540455537
648,0.171314024094661
649,0.17186047405412
650,0.1724
651,0.172932093033133
652,0.173457769993352
653,0.173978429155238
654,0.174495468793373
655,0.175010287182339
656,0.175524282596718
657,0.176038853311092
658,0.176555397600043
659,0.177075313738151
660,0.1776
661,0.178130337820338
662,0.178665141274588
663,0.179202707598336
664,0.179741334027172
665,0.180279317796685
666,0.180814956142463
667,0.181346546300095
668,0.181872385505169
669,0.182390770993275
670,0.1829
671,0.183398855685513
672,0.183888064908298
673,0.184368840451419
674,0.184842395097939
675,0.185309941630922
676,0.185772692833431
677,0.18623186148853
678,0.186688660379282
679,0.187144302288751
680,0.1876
681,0.188056739437609
682,0.188514599092219
683,0.188973430595987
684,0.189433085581071
685,0.189893415679628
686,0.190354272523814
687,0.190815507745787
688,0.191276972977704
689,0.191738519851723
690,0.1922
691,0.192661186564051
692,0.193121538722825
693,0.193580437164631
694,0.194037262577776
695,0.194491395650567
696,0.194942217071313
697,0.195389107528322
698,0.1958314477099
699,0.196268618304357
700,0.1967
701,0.197125214306187
702,0.197544846016479
703,0.197959720745488
704,0.198370664107826
705,0.198778501718104
706,0.199184059190933
707,0.199588162140926
708,0.199991636182694
709,0.200395306930848
710,0.2008
711,0.201206256211201
712,0.201613477211257
713,0.202020779853415
714,0.20242728099092
715,0.202832097477017
716,0.203234346164954
717,0.203633143907974
718,0.204027607559325
719,0.204416853972252
720,0.2048
721,0.205176460849009
722,0.205546845138491
723,0.205912059840851
724,0.206273011928495
725,0.206630608373827
726,0.206985756149253
727,0.207339362227178
728,0.207692333580007
729,0.208045577180146
730,0.2084
731,0.208756200392762
732,0.209113542234778
733,0.20947108078318
734,0.209827871295101
735,0.210182969027676
736,0.210535429238036
737,0.210884307183316
738,0.211228658120647
739,0.211567537307164
740,0.2119
741,0.212225437579942
742,0.212544585922398
743,0.21285851702643
744,0.2131683028911
745,0.21347501551547
746,0.213779726898602
747,0.214083509039559
748,0.214387433937403
749,0.214692573591196
750,0.215
751,0.21531044928747
752,0.215623314075631
753,0.215937651111102
754,0.2162525171405
755,0.216566968910445
756,0.216880063167554
757,0.217190856658446
758,0.217498406129739
759,0.217801768328051
760,0.2181
761,0.218392365270179
762,0.218678957775079
763,0.218960078529164
764,0.219236028546899
765,0.21950710884275
766,0.21977362043118
767,0.220035864326656
768,0.220294141543641
769,0.220548753096601
770,0.2208
771,0.221048189631813
772,0.221293654824053
773,0.221536734772242
774,0.221777768671902
775,0.222017095718555
776,0.222255055107724
777,0.22249198603493
778,0.222728227695697
779,0.222964119285546
780,0.2232
781,0.223436076202568
782,0.223672022928709
783,0.223907382381868
784,0.224141696765494
785,0.22437450828303
786,0.224605359137924
787,0.224833791533622
788,0.22505934767357
789,0.225281569761214
790,0.2255
791,0.225714305557916
792,0.225924653461113
793,0.226131335700284
794,0.226334644266124
795,0.226534871149324
796,0.226732308340579
797,0.22692724783058
798,0.227119981610022
799,0.227310801669598
800,0.2275
801,0.22768780156577
802,0.227874163226841
803,0.228058974816994
804,0.228242126170011
805,0.228423507119673
806,0.228603007499761
807,0.228780517144057
808,0.228955925886341
809,0.229129123560395
810,0.2293
811,0.229468488179005
812,0.229634693631523
813,0.229798765031738
814,0.229960851053831
815,0.230121100371983
816,0.230279661660377
817,0.230436683593193
818,0.230592314844615
819,0.230746704088823
820,0.2309
821,0.231052245718212
822,0.231203062247066
823,0.231351965056053
824,0.231498469614666
825,0.231642091392395
826,0.231782345858733
827,0.231918748483171
828,0.2320508147352
829,0.232178060084312
830,0.2323
831,0.232416428948147
832,0.232528257380213
833,0.232636674744049
834,0.232742870487506
835,0.232848034058436
836,0.232953354904692
837,0.233060022474125
838,0.233169226214586
839,0.233282155573927
840,0.2334
841,0.233523438489198
842,0.233651108232082
843,0.233781135967752
844,0.233911648435311
845,0.234040772373859
846,0.234166634522499
847,0.234287361620331
848,0.234401080406458
849,0.23450591761998
850,0.2346
851,0.234682117095059
852,0.234753709691459
853,0.234816881384942
854,0.234873735771251
855,0.234926376446127
856,0.234976907005313
857,0.235027431044551
858,0.235080052159584
859,0.235136873946153
860,0.2352
861,0.235270893130566
862,0.235348453002083
863,0.235430938492479
864,0.235516608479686
865,0.235603721841632
866,0.235690537456248
867,0.235775314201463
868,0.235856310955207
869,0.235931786595409
870,0.236
871,0.236059710382677
872,0.236111678300211
873,0.236157164645141
874,0.236197430310005
875,0.236233736187343
876,0.236267343169694
877,0.236299512149596
878,0.236331504019589
879,0.23636457967221
880,0.2364
881,0.236438665338726
882,0.236480033797074
883,0.236523202926958
884,0.236567270280293
885,0.236611333408994
886,0.236654489864975
887,0.236695837200152
888,0.236734472966438
889,0.236769494715749
890,0.2368
891,0.236825328262419
892,0.236845786511495
893,0.236861923647029
894,0.236874288568824
895,0.236883430176682
896,0.236889897370405
897,0.236894239049797
898,0.236897004114658
899,0.236898741464792
900,0.2369
901,0.236901221611598
902,0.236902420156948
903,0.236903502484928
904,0.236904375444413
905,0.236904945884279
906,0.236905120653404
907,0.236904806600662
908,0.23690391057493
909,0.236902339425084
910,0.2369
911,0.236896785291191
912,0.236892532860713
913,0.23688706641326
914,0.236880209653525
915,0.2368717862862
916,0.23686162001598
917,0.236849534547556
918,0.236835353585623
919,0.236818900834873
920,0.2368
921,0.236778537223639
922,0.236754648400199
923,0.236728531862032
924,0.236700385941488
925,0.236670408970919
926,0.236638799282677
927,0.236605755209112
928,0.236571475082577
929,0.236536157235423
930,0.2365
931,0.236463165814252
932,0.23642567353849
933,0.236387506138613
934,0.236348646580524
935,0.236309077830123
936,0.236268782853313
937,0.236227744615994
938,0.236185946084068
939,0.236143370223436
940,0.2361
941,0.236055799519351
942,0.236010657445842
943,0.235964443583516
944,0.235917027736417
945,0.235868279708587
946,0.235818069304071
947,0.235766266326911
948,0.23571274058115
949,0.235657361870832
950,0.2356
951,0.235540536108344
952,0.235478896678143
953,0.235415019527323
954,0.235348842473809
955,0.235280303335527
956,0.235209339930403
957,0.235135890076363
958,0.235059891591332
959,0.234981282293236
960,0.2349
961,0.234816056047272
962,0.234729755841585
963,0.234641478307192
964,0.234551602368346
965,0.234460506949303
966,0.234368570974316
967,0.234276173367638
968,0.234183693053523
969,0.234091508956226
970,0.234
971,0.233909439702567
972,0.233819679955517
973,0.23373046724391
974,0.233641548052805
975,0.23355266886726
976,0.233463576172334
977,0.233374016453087
978,0.233283736194576
979,0.233192481881861
980,0.2331
981,0.233006085142461
982,0.232910724336347
983,0.232813952717167
984,0.232715805420433
985,0.232616317581656
986,0.232515524336347
987,0.232413460820015
988,0.232310162168173
989,0.232205663516331
990,0.2321
991,0.231993219727588
992,0.231885422699096
993,0.231776721887421
994,0.231667230265461
995,0.231557060806115
996,0.231446326482279
997,0.231335140266851
998,0.231223615132731
999,0.231111864052814
1000,0.231
