250,0.0001770
255,0.0002375
260,0.0003118
265,0.0004050
270,0.0005196
275,0.0006568
280,0.0008137
285,0.001009
290,0.001237
295,0.001501
300,0.001804
305,0.002156
310,0.002558
315,0.003003
320,0.003506
325,0.004077
330,0.004713
335,0.005407
340,0.006186
345,0.007023
350,0.007959
355,0.008978
360,0.01007
365,0.01123
370,0.01248
375,0.01385
380,0.01526
385,0.01685
390,0.01841
395,0.02019
400,0.02189
410,0.02567
420,0.02980
430,0.03432
440,0.03913
450,0.04423
460,0.04966
470,0.05542
480,0.06124
490,0.06737
500,0.07367
510,0.08011
520,0.08654
530,0.09312
540,0.09961
550,0.1063
555,0.1096
560,0.1129
570,0.1194
580,0.1260
590,0.1326
600,0.1387
610,0.1450
620,0.1509
630,0.1571
640,0.1626
650,0.1683
660,0.1735
670,0.1786
680,0.1834
690,0.1880
700,0.1925
710,0.1967
720,0.2007
730,0.2044
740,0.2079
750,0.2111
760,0.2143
770,0.2170
780,0.2195
790,0.2219
800,0.2240
810,0.2258
820,0.2275
830,0.2290
840,0.2302
850,0.2314
860,0.2322
870,0.2330
880,0.2336
890,0.2341
900,0.2343
910,0.2343
920,0.2343
930,0.2340
940,0.2337
950,0.2333
960,0.2326
970,0.2319
980,0.2309
990,0.2300
1000,0.2289
